0: 0
732: (11!)!+((0!+0!+0!)!)/.1
733: ((0!+0!+0!)!)!+1101
734: (11!)!+101!!-(0!)
735: (11!)!+101!!
736: (11!)!+.01^-(0!+0!)
737: (11!)!+0!+.01^-(0!+0!)
738: (11!)!+10010
739: ((0!+0!+0!)!)!+s(((11!)!)*.1+0!)
740: (11!)!+10100
741: (11!)!+10100+0!
742: (11!)!-(0!+0!)+100!
743: (11!)!+100!-(0!)
744: (11!)!+100!
745: (11!)!+100!+0!
746: (11!)!+100!+0!+0!
747: (11!)!+11^(0!+0!+0!)
748: (11!)!+100!+100
749: (11!)!-(0!)+(101!!)*(0!+0!)
750: ((0!+0!+0!)!)!+(101!!)/.1
751: (11!)!-(0!)+(100!!)/.01
752: ((11!)!!-(0!))/.0001
753: ((100!!)!!)/.1-(101!!)
754: ((100!!)!!-(11!+0!))/.1
755: (11!)!-(0!)+(11!)^(0!+0!)
756: ((100!!)!!-(11!))/.1
757: (11!)!+0!+(11!)^(0!+0!)
758: ((100!!)!!-101)/.1
759: ((100!!)!!)/.1-1001
760: ((100!!)!!-100)/.1
761: ((100!!)!!)/.1-(11!+0!)
762: ((100!!)!!-11)/.1
763: ((100!!)!!-10)/.1-(0!)
764: ((100!!)!!-(0!+0!))/.1
765: ((100!!)!!-(0!))/.1-(0!)
766: ((100!!)!!-(0!))/.1
767: ((100!!)!!)/.1-(0!)
768: ((100!!)!!)/.1
769: ((100!!)!!)/.1+0!
770: ((100!!)!!+0!)/.1
771: ((100!!)!!+0!)/.1+0!
772: ((100!!)!!+0!+0!)/.1
773: ((100!!)!!+10)/.1+0!
774: ((100!!)!!+11)/.1
775: ((100!!)!!)/.1+11!+0!
776: ((100!!)!!+100)/.1
777: (0!+0!+0!)^(11!)+(11!)!!
778: ((100!!)!!+101)/.1
779: ((100!!)!!+11!)/.1-(0!)
780: ((100!!)!!+11!)/.1
781: ((100!!)!!+11!)/.1+0!
782: ((100!!)!!+11!+0!)/.1
783: (11!)!-(0!)+.1^-((0!+0!+0!)!)
784: (11!)!+.1^-((0!+0!+0!)!)
785: ((0!+0!+0!)!)!+.1^-(11!)+0!
786: ((100!!)!!+1001)/.1
787 was not found
788: ((100!!)!!+1010)/.1
789: (11!)!-(0!+0!)+s((11!+0!)!+0!)
790: (11!)!-(0!)+s((11!+0!)!+0!)
791: (11!)!+s((11!+0!)!+0!)
792: ((100!!)!!)/.1+100!
793: ((100!!)!!)/.1+100!+1
794: ((100!!)!!+1)/.1+100!
795 was not found
796: ((100!!)!!+101!!-(0!))/.1
797: ((100!!)!!+101!!)/.1-(0!)
798: ((100!!)!!+101!!)/.1
799: ((11!)!!-(0!))*10001
800: (10100^10)/.1
801: (11!)!+(10+0!)^100
802 was not found
803 was not found
804: ((100!!)!!)/.1+(11!)^(0!+0!)
805 was not found
806 was not found
807 was not found
808: ((11!)!)*1.001-(0!+0!)
809: ((11!)!)*(0!+.001)-(0!)
810: ((11!)!)*(0!+.001)
811: ((11!)!)*(0!+.001)+0!
812: (11!)!+(100!-(0!))/.01
813: (11!)!-(0!)+((11!)!!-(0!))*(0!+0!)
814: ((0!+0!+0!)!)!+((11!)!!-(0!))/.1
815: ((0!+0!+0!)!)!+((11!)!!)/.1-(0!)
816: ((0!+0!+0!)!)!+((11!)!!)/.1
817: ((0!+0!+0!)!)!+((11!)!!)/.1+0!
818: ((0!+0!+0!)!)!+((11!)!!+0!)/.1
819: (11!)!+0!+((11!)!!+0!)*(0!+0!)
820: (11!)!+1010^(0!+0!)
821 was not found
822: (11!)!-(0!+0!)-(0!)+(11!+0!)!!
823: (11!)!-(0!+0!)+(11!+0!)!!
824: (11!)!-(0!)+(11!+0!)!!
825: (11!)!+(11!+0!)!!
826: (11!)!+0!+(11!+0!)!!
827: (11!)!+0!+0!+(11!+0!)!!
828: ((11!)^10)*(100!-(0!))
829 was not found
830: (((11!+0!)!!-(0!))/.01-(0!))/.1
831: (111!!-(0!))*(100!!)-(0!)
832: ((11!+0!)!!-(0!))/.001
833: (101!-(0!))*(11!+0!)
834: (101!-(0!))*(11!+0!)+0!
835: (((11!+0!)!!)/.1-(0!))/.01-(0!)
836: (((11!+0!)!!)/.1-(0!))/.01
837: (11!)!-(0!+0!)+101!-(0!)
838: ((100!!)!)/((11!)!!)-(0!+0!)
839: ((100!!)!)/((11!)!!)-(0!)
840: ((100!!)!)/((11!)!!)
841: ((100!!)!)/((11!)!!)+0!
842: ((100!!)!)/((11!)!!)+0!+0!
843: (11!)!+101!+0!+0!+0!
844: (((11!+0!)!!)/.1+0!)/.01
845: (11!)!+101^(0!+0!+0!)
846: ((11!)!!-(0!))*10010
847: (101!+0!)*(11!+0!)
848: ((11!+0!)!!+0!)/.001
849: (100!!+0!)!!-(((11!)!!)/.1)
850: (100!!+0!)!!-(((11!)!!)/.1)+0!
851: (100!!+0!)!!-(((11!)!!-(0!))/.1)
852: ((s(111!+0!))/.1)*((0!+0!+0!)!)
853 was not found
854: (101!+0!+0!)*(11!+0!)
855: ((11!)!)*(0!+.0011)
856: (111!!+0!+0!)/.001
857 was not found
858: (((11!)!!)*11-(0!))*((0!+0!+0!)!)
859 was not found
860: ((11!)^(10+0!)-(0!))/.01
861: (((11!)!!)*(11!)-(0!))*(0!+0!+0!)
862: ((100!!)!!-(0!)+(11!)!!)/.1
863: ((100!!)!!+(11!)!!)/.1-(0!)
864: ((100!!)!!+(11!)!!)/.1
865: ((100!!)!!+(11!)!!)/.1+0!
866: ((100!!)!!+(11!)!!+0!)/.1
867: (((11!)!!)*(11!)+0!)*(0!+0!+0!)
868: ((11!)^(10+0!)+0!)/.01
869 was not found
870: ((11!)!-(100!))*(0!+.01)
871: ((100!!)!!-(0!))/.1+(11!+0!)!!
872: ((100!!)!!)/.1-(0!)+(11!+0!)!!
873: ((100!!)!!)/.1+(11!+0!)!!
874: (100!!+0!)!!-(s(111!+0!))
875: ((100!!)!!+0!)/.1+(11!+0!)!!
876: ((11!)!)*(0!+.01)-(100!)
877 was not found
878 was not found
879 was not found
880: ((100!!)!!+0!)/.0111
881: (100!!+0!)!!-(.1^-(11!))
882: ((11!)!!+0!)*10010
883 was not found
884 was not found
885: (100!!+0!)!!-((101!)*.1)
886: ((100!!)!!-(0!))/.1+101!
887: ((100!!)!!)/.1+101!-(0!)
888: ((100!!)!!)/.1+101!
889: ((100!!)!!)/.1+101!+0!
890: ((11!)!-(100!!))*(0!+.01)
891 was not found
892: ((11!)!)*(0!+.01)-(100!!)
893: ((11!)!!-(0!))*(s(((11!)!)/(0!+0!)+0!))
894: ((11!)!)*(0!+.01)-((10+0!)!)
895: ((11!)!-100)*(0!+.01)
896: (100!!+0!)!!-((11!)!!+0!)
897: (100!!+0!)!!-((11!)!!)
898: ((11!)!)*(0!+.01)-(0!+0!)
899: ((11!)!)*(0!+.01)-(0!)
900: ((11!)!)*(0!+.01)
901: ((11!)!)*(0!+.01)+0!
902: ((11!)!)*(0!+.01)+0!+0!
903: ((11!)!)*1.01+0!+0!+0!
904: ((101!!)^10+0!)/.01
905: ((11!)!+100)*(0!+.01)
906: ((11!)!)*(0!+.01)+(10+0!)!
907 was not found
908: ((11!)!)*(0!+.01)+100!!
909: 1001!!-((11!)^(0!+0!))
910: (11!)!-(0!+0!)+((100!!)!!)*.1
911: (11!)!-(0!)+((100!!)!!)*.1
912: (11!)!+((100!!)!!)*.1
913: (11!)!+0!+((100!!)!!)*.1
914: (11!)!+0!+0!+((100!!)!!)*.1
915: (100!!+0!)!!-((101!!)/.1)
916: (11!)!+(101!!-(0!))^(0!+0!)
917 was not found
918: ((11!+0!)!!+(11!)!!)*((0!+0!+0!)!)
919 was not found
920: 1001!!-(100!)-1
921: 1001!!-(100!)
922: 1001!!-(100!)+1
923 was not found
924: ((11!)!)*(0!+.01)+100!
925 was not found
926: (100!!+0!)!!-(s(((11!)!)*.1+0!))
927 was not found
928: ((11!)!-(.1^-(100!!)))*(0!+0!)
929: 1001!!-(.01^-10)
930: (100!!+0!)!!-(101!!)
931: 1001!!-(101!!)+0!
932: (100!!+0!)!!-1101
933: (100!!+0!)!!-((11!)/.1)
934: 1001!!-(s(101!+0!))
935: 1001!!-1010
936: (11!)!+(11!)^(0!+0!+0!)
937: 1001!!-(100!!)
938: (100!!+0!)!!-(11!+0!)
939: (100!!+0!)!!-(11!)
940: (100!!+0!)!!-101
941: 1001!!-100
942: (100!!+0!)!!-11
943: 1001!!-(0!)-(0!)
944: (100!!+0!)!!-(0!)
945: (100!!+0!)!!
946: (100!!+0!)!!+0!
947: 1001!!+0!+0!
948: (100!!+0!)!!+11
949: 1001!!+100
950: (100!!+0!)!!+101
951: (100!!+0!)!!+11!
952: (101!-(0!))*(100!!)
953: 1001!!+100!!
954: ((11!)!)/.11-((0!+0!+0!)!)
955: 1001!!+1010
956: ((101!)/.1-(0!))/.01
957: (100!!+0!)!!+(11!)/.1
958: ((11!)!)/.11-(0!+0!)
959: ((11!)!)/.11-(0!)
960: ((11!)!)/.11
961: ((11!)!)/.11+0!
962: ((11!)!)/.11+0!+0!
963: ((11!)!)/.11+0!+0!+0!
964: ((101!)/.1+0!)/.01
965: ((.1^-11)!!+0!+0!)*(0!+0!+.1)
966: ((11!)!)/.11+(0!+0!+0!)!
967: (101!+1)*(100!!)-(0!)
968: (101!+0!)*(100!!)
969: 1001!!+100!
970: (11^10)!!+100!+0!
971: ((0!+0!+0!)^(11!))/.11-(0!)
972: ((0!+0!+0!)^(11!))/.11
973: ((0!+0!+0!)^(11!))/.11+0!
974: (11!)!-(0!+0!)+.1^-(100!!)
975: (11!)!-(0!)+.1^-(100!!)
976: (11!)!+.1^-(100!!)
977: (11!)!+.1^-(100!!)+0!
978: ((100!!)!!+(11!+0!)!!)/.1
979: ((100!!)!!+(11!+0!)!!)/.1+0!
980: ((11!)!!+0!)*10100
981: 1001!!+(11!)^(0!+0!)
982 was not found
983 was not found
984: ((11!)!)/.11+((0!+0!)^(0!+0!))!
985 was not found
986 was not found
987 was not found
988: ((11!)!)*(0!+.011)-(0!+0!)
989: ((11!)!)*(0!+.011)-(0!)
990: ((11!)!)*(0!+.011)
991: ((11!)!)*(0!+.011)+0!
992: (100!!+0!)!!+(11!)!!-(0!)
993: (100!!+0!)!!+(11!)!!
994: (100!!+0!)!!+(11!)!!+0!
995: 1001!!+(11!)!!+0!+0!
996 was not found
997 was not found
998: 1010^11-(0!)-(0!)
999: 1010^11-(0!)
1000: 1010^11
Unfound: 37. Total entries: 15315
